dataset,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20
0,0.027765899896621704,0.21914201974868774,0.0915413498878479,0.19422709941864014,0.14004898071289062,0.13733398914337158,0.1329967975616455,0.07432812452316284,0.10181841254234314,0.03924435377120972,0.10978436470031738,0.06043761968612671,0.1347847878932953,0.013125479221343994,0.12318155169487,0.07590419054031372,0.1096312403678894,0.09422135353088379,0.07513982057571411,0.051574766635894775,0.10131832957267761,0.005429208278656006,0.09273770451545715,0.07902073860168457,0.07745444774627686,0.08963578939437866,0.039870500564575195,0.05068063735961914,0.06578117609024048,0.0,0.0639069676399231,0.07481437921524048,0.04969841241836548,0.09135794639587402,0.0,0.05594611167907715,0.028576135635375977,0.02616894245147705,0.03242373466491699,0.07747256755828857,0.019864588975906372,0.0925908088684082
0,0.02777215838432312,0.22082161903381348,0.08985528349876404,0.19222283363342285,0.13804441690444946,0.13115549087524414,0.12176808714866638,0.07055222988128662,0.08016800880432129,0.05121135711669922,0.11160346865653992,0.053713202476501465,0.13772767782211304,0.006681680679321289,0.1257728636264801,0.07095861434936523,0.11387869715690613,0.08544695377349854,0.07594642043113708,0.046675264835357666,0.10245111584663391,0.004269540309906006,0.09333616495132446,0.07738471031188965,0.07915475964546204,0.08195555210113525,0.0402165949344635,0.04833716154098511,0.06495311856269836,0.0,0.0636661946773529,0.07324397563934326,0.050417304039001465,0.08569735288619995,0.0,0.0543748140335083,0.027547061443328857,0.0225980281829834,0.03235381841659546,0.07375228404998779,0.021565675735473633,0.08812439441680908
0,0.024112999439239502,0.21472817659378052,0.0865330696105957,0.19271868467330933,0.13612580299377441,0.13278979063034058,0.1280788779258728,0.06401687860488892,0.09812238812446594,0.02662259340286255,0.11275911331176758,0.05568748712539673,0.1329769492149353,0.011063635349273682,0.12027978897094727,0.07318204641342163,0.1092294454574585,0.08987289667129517,0.07667616009712219,0.046358704566955566,0.09750258922576904,0.0029577016830444336,0.08855384588241577,0.07592684030532837,0.07680678367614746,0.08337050676345825,0.040353238582611084,0.04627317190170288,0.0630020797252655,0.0,0.05946353077888489,0.07448339462280273,0.04832872748374939,0.08740073442459106,0.0,0.05204743146896362,0.024622470140457153,0.02509695291519165,0.02797675132751465,0.07463747262954712,0.018129020929336548,0.08647006750106812
0,0.02509075403213501,0.21247482299804688,0.08840551972389221,0.18442195653915405,0.13130757212638855,0.118496835231781,0.13893824815750122,0.06059235334396362,0.13865599036216736,0.01791095733642578,0.11400830745697021,0.05718696117401123,0.13889005780220032,0.01352769136428833,0.1287049949169159,0.0666356086730957,0.11535263061523438,0.11295539140701294,0.07903620600700378,0.046824634075164795,0.10367822647094727,0.0,0.09217604994773865,0.07448327541351318,0.08078235387802124,0.12704956531524658,0.04170715808868408,0.042951762676239014,0.06442523002624512,0.0006132125854492188,0.05944445729255676,0.07647168636322021,0.049943745136260986,0.12616413831710815,0.0,0.046321332454681396,0.02249675989151001,0.006647586822509766,0.028511106967926025,0.054863929748535156,0.025312602519989014,0.09185582399368286
0,0.026496708393096924,0.21427106857299805,0.08974644541740417,0.18192309141159058,0.12835171818733215,0.11663126945495605,0.13398152589797974,0.05953550338745117,0.13072603940963745,0.015148282051086426,0.11193126440048218,0.05036616325378418,0.13667690753936768,0.015233457088470459,0.1297703981399536,0.06818526983261108,0.11658725142478943,0.11851638555526733,0.07843482494354248,0.04018962383270264,0.10386458039283752,0.0010642409324645996,0.09323161840438843,0.0748400092124939,0.08045834302902222,0.12972551584243774,0.04167640209197998,0.0372433066368103,0.06606757640838623,0.0,0.060540348291397095,0.07551431655883789,0.04955825209617615,0.12739092111587524,0.0,0.04168981313705444,0.025498300790786743,0.008345425128936768,0.030632376670837402,0.057753026485443115,0.02567729353904724,0.09544891119003296
0,0.026496708393096924,0.21427106857299805,0.08974644541740417,0.18192309141159058,0.12835171818733215,0.11663126945495605,0.13398152589797974,0.05953550338745117,0.13072603940963745,0.015148282051086426,0.11193126440048218,0.05036616325378418,0.13667690753936768,0.015233457088470459,0.1297703981399536,0.06818526983261108,0.11658725142478943,0.11851638555526733,0.07843482494354248,0.04018962383270264,0.10386458039283752,0.0010642409324645996,0.09323161840438843,0.0748400092124939,0.08045834302902222,0.12972551584243774,0.04167640209197998,0.0372433066368103,0.06606757640838623,0.0,0.060540348291397095,0.07551431655883789,0.04955825209617615,0.12739092111587524,0.0,0.04168981313705444,0.025498300790786743,0.008345425128936768,0.030632376670837402,0.057753026485443115,0.02567729353904724,0.09544891119003296
0,0.02517908811569214,0.21114695072174072,0.08914417028427124,0.18170595169067383,0.12878084182739258,0.11739975214004517,0.1377943456172943,0.060188114643096924,0.14187699556350708,0.01686263084411621,0.1121307909488678,0.05449610948562622,0.13500654697418213,0.015033543109893799,0.1264885663986206,0.06723988056182861,0.11393743753433228,0.11508208513259888,0.07845509052276611,0.04413682222366333,0.10368326306343079,0.0014448761940002441,0.09294554591178894,0.0729132890701294,0.08115389943122864,0.12645280361175537,0.0417366623878479,0.03999429941177368,0.06686881184577942,0.0,0.061539649963378906,0.07370501756668091,0.05157625675201416,0.12602365016937256,0.0,0.0434565544128418,0.025990426540374756,0.008253991603851318,0.03161966800689697,0.05595290660858154,0.02771681547164917,0.09475564956665039
0,0.02517908811569214,0.21114695072174072,0.08914417028427124,0.18170595169067383,0.12878084182739258,0.11739975214004517,0.1377943456172943,0.060188114643096924,0.14187699556350708,0.01686263084411621,0.1121307909488678,0.05449610948562622,0.13500654697418213,0.015033543109893799,0.1264885663986206,0.06723988056182861,0.11393743753433228,0.11508208513259888,0.07845509052276611,0.04413682222366333,0.10368326306343079,0.0014448761940002441,0.09294554591178894,0.0729132890701294,0.08115389943122864,0.12645280361175537,0.0417366623878479,0.03999429941177368,0.06686881184577942,0.0,0.061539649963378906,0.07370501756668091,0.05157625675201416,0.12602365016937256,0.0,0.0434565544128418,0.025990426540374756,0.008253991603851318,0.03161966800689697,0.05595290660858154,0.02771681547164917,0.09475564956665039
0,0.023073017597198486,0.21530723571777344,0.08803480863571167,0.18372273445129395,0.1309100091457367,0.1203383207321167,0.1454119086265564,0.06459635496139526,0.15950629115104675,0.020976126194000244,0.11109164357185364,0.056395113468170166,0.13336694240570068,0.01264810562133789,0.12702998518943787,0.06757807731628418,0.1161385178565979,0.11720991134643555,0.07744103670120239,0.04634392261505127,0.10247614979743958,0.0033906102180480957,0.09288063645362854,0.07650333642959595,0.08144688606262207,0.12872320413589478,0.04106229543685913,0.041889965534210205,0.06599053740501404,0.0,0.061586618423461914,0.07350987195968628,0.05221223831176758,0.12357312440872192,0.0,0.044694483280181885,0.026329874992370605,0.010819494724273682,0.0319899320602417,0.05988126993179321,0.02758088707923889,0.0974239706993103
0,0.023073017597198486,0.21530723571777344,0.08803480863571167,0.18372273445129395,0.1309100091457367,0.1203383207321167,0.1454119086265564,0.06459635496139526,0.15950629115104675,0.020976126194000244,0.11109164357185364,0.056395113468170166,0.13336694240570068,0.01264810562133789,0.12702998518943787,0.06757807731628418,0.1161385178565979,0.11720991134643555,0.07744103670120239,0.04634392261505127,0.10247614979743958,0.0033906102180480957,0.09288063645362854,0.07650333642959595,0.08144688606262207,0.12872320413589478,0.04106229543685913,0.041889965534210205,0.06599053740501404,0.0,0.061586618423461914,0.07350987195968628,0.05221223831176758,0.12357312440872192,0.0,0.044694483280181885,0.026329874992370605,0.010819494724273682,0.0319899320602417,0.05988126993179321,0.02758088707923889,0.0974239706993103
0,0.023865848779678345,0.210595965385437,0.08586382865905762,0.18068933486938477,0.13142359256744385,0.11922383308410645,0.14882290363311768,0.06584131717681885,0.15904337167739868,0.021582067012786865,0.10805758833885193,0.053569495677948,0.13863787055015564,0.015173256397247314,0.13096633553504944,0.07205480337142944,0.11521008610725403,0.11931049823760986,0.07624247670173645,0.042044222354888916,0.10806825757026672,4.6253204345703125e-05,0.09746190905570984,0.07522279024124146,0.08265003561973572,0.12682455778121948,0.040955930948257446,0.03506028652191162,0.07293173670768738,0.0010327696800231934,0.06542357802391052,0.07702893018722534,0.050659000873565674,0.12517768144607544,0.0,0.03387480974197388,0.03110682964324951,0.0,0.036585479974746704,0.04946017265319824,0.029861807823181152,0.08757460117340088
0,0.018634796142578125,0.20949679613113403,0.08432316780090332,0.1829093098640442,0.13175508379936218,0.1254032850265503,0.1450551152229309,0.06744027137756348,0.14206284284591675,0.020798981189727783,0.11004248261451721,0.05221712589263916,0.1359163522720337,0.015720665454864502,0.13159656524658203,0.06823378801345825,0.11977687478065491,0.11290735006332397,0.07809785008430481,0.040736496448516846,0.10947209596633911,0.004772305488586426,0.09922638535499573,0.0765957236289978,0.08269485831260681,0.12555986642837524,0.0423588752746582,0.03383547067642212,0.0744345486164093,0.0013033747673034668,0.06803175806999207,0.07498663663864136,0.05230599641799927,0.12306594848632812,0.0,0.03147023916244507,0.03315305709838867,0.0,0.04026198387145996,0.04797482490539551,0.03346166014671326,0.08639371395111084
0,0.018634796142578125,0.20949679613113403,0.08432316780090332,0.1829093098640442,0.13175508379936218,0.1254032850265503,0.1450551152229309,0.06744027137756348,0.14206284284591675,0.020798981189727783,0.11004248261451721,0.05221712589263916,0.1359163522720337,0.015720665454864502,0.13159656524658203,0.06823378801345825,0.11977687478065491,0.11290735006332397,0.07809785008430481,0.040736496448516846,0.10947209596633911,0.004772305488586426,0.09922638535499573,0.0765957236289978,0.08269485831260681,0.12555986642837524,0.0423588752746582,0.03383547067642212,0.0744345486164093,0.0013033747673034668,0.06803175806999207,0.07498663663864136,0.05230599641799927,0.12306594848632812,0.0,0.03147023916244507,0.03315305709838867,0.0,0.04026198387145996,0.04797482490539551,0.03346166014671326,0.08639371395111084
0,0.02909320592880249,0.22321510314941406,0.09355250000953674,0.1916869878768921,0.1406453251838684,0.13747096061706543,0.13243883848190308,0.07681572437286377,0.09730896353721619,0.04862320423126221,0.10980561375617981,0.05742502212524414,0.1354454755783081,0.01035231351852417,0.12499657273292542,0.07283544540405273,0.11075574159622192,0.0903855562210083,0.07525452971458435,0.05028200149536133,0.10388460755348206,0.005385994911193848,0.094877690076828,0.07582604885101318,0.07782912254333496,0.08430993556976318,0.04004797339439392,0.05071854591369629,0.06832075119018555,0.0,0.06650665402412415,0.07050728797912598,0.0507318377494812,0.0850059986114502,0.0,0.055853307247161865,0.029634088277816772,0.024987637996673584,0.033762574195861816,0.07205158472061157,0.020158737897872925,0.08579200506210327
0,0.027049154043197632,0.22119063138961792,0.08738771080970764,0.20938754081726074,0.14329546689987183,0.16829609870910645,0.1573752760887146,0.11435765027999878,0.13906389474868774,0.07377469539642334,0.11327970027923584,0.0626106858253479,0.14139163494110107,0.011469006538391113,0.13500931859016418,0.07258939743041992,0.1174825131893158,0.11958301067352295,0.07896846532821655,0.05117142200469971,0.109336256980896,0.004364192485809326,0.09814837574958801,0.0826796293258667,0.07979482412338257,0.12753641605377197,0.042101263999938965,0.046459853649139404,0.07120004296302795,0.0,0.06639841198921204,0.07411015033721924,0.051349103450775146,0.11672443151473999,0.0,0.046628355979919434,0.02737608551979065,0.002332746982574463,0.03580319881439209,0.05051827430725098,0.029175549745559692,0.08632397651672363
0,0.027049154043197632,0.22119063138961792,0.08738771080970764,0.20938754081726074,0.14329546689987183,0.16829609870910645,0.1573752760887146,0.11435765027999878,0.13906389474868774,0.07377469539642334,0.11327970027923584,0.0626106858253479,0.14139163494110107,0.011469006538391113,0.13500931859016418,0.07258939743041992,0.1174825131893158,0.11958301067352295,0.07896846532821655,0.05117142200469971,0.109336256980896,0.004364192485809326,0.09814837574958801,0.0826796293258667,0.07979482412338257,0.12753641605377197,0.042101263999938965,0.046459853649139404,0.07120004296302795,0.0,0.06639841198921204,0.07411015033721924,0.051349103450775146,0.11672443151473999,0.0,0.046628355979919434,0.02737608551979065,0.002332746982574463,0.03580319881439209,0.05051827430725098,0.029175549745559692,0.08632397651672363
0,0.026213020086288452,0.22568190097808838,0.08394730091094971,0.21972978115081787,0.1465398073196411,0.17931807041168213,0.16512659192085266,0.12807536125183105,0.13236764073371887,0.1085847020149231,0.11805561184883118,0.06527978181838989,0.14420390129089355,0.020032405853271484,0.13348042964935303,0.08231610059738159,0.114134281873703,0.12131035327911377,0.08181494474411011,0.04896348714828491,0.11209678649902344,0.0026977062225341797,0.09550249576568604,0.08148103952407837,0.07445463538169861,0.11470121145248413,0.043475955724716187,0.04230165481567383,0.07229375839233398,0.0,0.06197074055671692,0.07378453016281128,0.04530242085456848,0.10321694612503052,0.0,0.04174792766571045,0.02491036057472229,0.001395881175994873,0.029528290033340454,0.0502016544342041,0.022249042987823486,0.07739287614822388
0,0.026213020086288452,0.22568190097808838,0.08394730091094971,0.21972978115081787,0.1465398073196411,0.17931807041168213,0.16512659192085266,0.12807536125183105,0.13236764073371887,0.1085847020149231,0.11805561184883118,0.06527978181838989,0.14420390129089355,0.020032405853271484,0.13348042964935303,0.08231610059738159,0.114134281873703,0.12131035327911377,0.08181494474411011,0.04896348714828491,0.11209678649902344,0.0026977062225341797,0.09550249576568604,0.08148103952407837,0.07445463538169861,0.11470121145248413,0.043475955724716187,0.04230165481567383,0.07229375839233398,0.0,0.06197074055671692,0.07378453016281128,0.04530242085456848,0.10321694612503052,0.0,0.04174792766571045,0.02491036057472229,0.001395881175994873,0.029528290033340454,0.0502016544342041,0.022249042987823486,0.07739287614822388
0,0.02041533589363098,0.22335702180862427,0.07740285992622375,0.2088509202003479,0.13519269227981567,0.16932278871536255,0.17474353313446045,0.12702584266662598,0.1682605743408203,0.0791054368019104,0.11472710967063904,0.0641823410987854,0.14098647236824036,0.017634272575378418,0.1254294216632843,0.07674938440322876,0.10663345456123352,0.10353076457977295,0.08007219433784485,0.04927152395248413,0.10754328966140747,0.006477832794189453,0.08849632740020752,0.08537214994430542,0.07356256246566772,0.10084736347198486,0.04259335994720459,0.04263961315155029,0.07012483477592468,0.0,0.05797642469406128,0.07529103755950928,0.04411187767982483,0.09255880117416382,0.0,0.04035395383834839,0.022603541612625122,0.005842149257659912,0.02525070309638977,0.05653107166290283,0.017180949449539185,0.07729285955429077
0,0.018080025911331177,0.21612584590911865,0.07577836513519287,0.19601094722747803,0.131236732006073,0.1469849944114685,0.139946848154068,0.08114367723464966,0.11698830127716064,0.031397998332977295,0.11251702904701233,0.06684941053390503,0.13849756121635437,0.024841487407684326,0.12171414494514465,0.08364111185073853,0.1065802276134491,0.10387110710144043,0.07766535878181458,0.04931861162185669,0.1044696569442749,0.010115504264831543,0.0891028344631195,0.08312022686004639,0.07403910160064697,0.09411251544952393,0.04149061441421509,0.04199463129043579,0.0653693675994873,0.0,0.05664911866188049,0.07213485240936279,0.043086230754852295,0.08438330888748169,0.0,0.03855663537979126,0.02383515238761902,0.010671257972717285,0.025551289319992065,0.05869406461715698,0.015675514936447144,0.07191312313079834
0,0.018080025911331177,0.21612584590911865,0.07577836513519287,0.19601094722747803,0.131236732006073,0.1469849944114685,0.139946848154068,0.08114367723464966,0.11698830127716064,0.031397998332977295,0.11251702904701233,0.06684941053390503,0.13849756121635437,0.024841487407684326,0.12171414494514465,0.08364111185073853,0.1065802276134491,0.10387110710144043,0.07766535878181458,0.04931861162185669,0.1044696569442749,0.010115504264831543,0.0891028344631195,0.08312022686004639,0.07403910160064697,0.09411251544952393,0.04149061441421509,0.04199463129043579,0.0653693675994873,0.0,0.05664911866188049,0.07213485240936279,0.043086230754852295,0.08438330888748169,0.0,0.03855663537979126,0.02383515238761902,0.010671257972717285,0.025551289319992065,0.05869406461715698,0.015675514936447144,0.07191312313079834
0,0.01187741756439209,0.2131028175354004,0.07413092255592346,0.18917053937911987,0.13018858432769775,0.14081788063049316,0.1237935721874237,0.07028043270111084,0.08198603987693787,0.030816376209259033,0.11753621697425842,0.06370621919631958,0.13978305459022522,0.02576225996017456,0.12075033783912659,0.0869264006614685,0.11096355319023132,0.10343050956726074,0.0799325704574585,0.04558610916137695,0.1041513979434967,0.009331047534942627,0.08661320805549622,0.08313006162643433,0.07452639937400818,0.08989959955215454,0.042026907205581665,0.03823709487915039,0.0636119544506073,0.0,0.05423104763031006,0.07331562042236328,0.043345898389816284,0.08334243297576904,0.0,0.03628331422805786,0.02442079782485962,0.008921444416046143,0.024268358945846558,0.05541181564331055,0.013253092765808105,0.06517362594604492
0,0.01187741756439209,0.2131028175354004,0.07413092255592346,0.18917053937911987,0.13018858432769775,0.14081788063049316,0.1237935721874237,0.07028043270111084,0.08198603987693787,0.030816376209259033,0.11753621697425842,0.06370621919631958,0.13978305459022522,0.02576225996017456,0.12075033783912659,0.0869264006614685,0.11096355319023132,0.10343050956726074,0.0799325704574585,0.04558610916137695,0.1041513979434967,0.009331047534942627,0.08661320805549622,0.08313006162643433,0.07452639937400818,0.08989959955215454,0.042026907205581665,0.03823709487915039,0.0636119544506073,0.0,0.05423104763031006,0.07331562042236328,0.043345898389816284,0.08334243297576904,0.0,0.03628331422805786,0.02442079782485962,0.008921444416046143,0.024268358945846558,0.05541181564331055,0.013253092765808105,0.06517362594604492
0,0.006339848041534424,0.21616894006729126,0.07131800055503845,0.19939035177230835,0.12723839282989502,0.15309053659439087,0.11769923567771912,0.08232736587524414,0.07076367735862732,0.05069255828857422,0.1119309663772583,0.0787283182144165,0.13551819324493408,0.040384769439697266,0.11522433161735535,0.09493941068649292,0.10387036204338074,0.11504852771759033,0.07688829302787781,0.0578649640083313,0.10182574391365051,0.016979634761810303,0.08374854922294617,0.08292603492736816,0.06952241063117981,0.09720540046691895,0.04057669639587402,0.04679745435714722,0.06256955862045288,0.0,0.052461087703704834,0.06949520111083984,0.040874630212783813,0.08768051862716675,0.0,0.041785359382629395,0.022138744592666626,0.011997818946838379,0.02094295620918274,0.05686771869659424,0.011363595724105835,0.07076084613800049
0,0.025235265493392944,0.22227352857589722,0.0867108404636383,0.19446110725402832,0.13840532302856445,0.1365957260131836,0.1273389756679535,0.06965285539627075,0.09008651971817017,0.03920835256576538,0.1129179298877716,0.057036519050598145,0.13701751828193665,0.011252045631408691,0.12225791811943054,0.07572060823440552,0.10965368151664734,0.09165501594543457,0.07685276865959167,0.04813361167907715,0.099813312292099,0.0043860673904418945,0.09011980891227722,0.07784372568130493,0.078081876039505,0.08226680755615234,0.04066553711891174,0.04830974340438843,0.06448638439178467,0.0,0.06170523166656494,0.07515054941177368,0.05140155553817749,0.08781415224075317,0.0,0.05373269319534302,0.02439790964126587,0.024205803871154785,0.030793845653533936,0.07492280006408691,0.02318662405014038,0.08896833658218384
0,0.010095208883285522,0.22026270627975464,0.07459574937820435,0.20000171661376953,0.1344354748725891,0.15006518363952637,0.1271253228187561,0.08121460676193237,0.07339540123939514,0.057628631591796875,0.11768832802772522,0.07572966814041138,0.14114266633987427,0.03512996435165405,0.12012264132499695,0.09514474868774414,0.11068141460418701,0.11326128244400024,0.08025649189949036,0.05701041221618652,0.10530683398246765,0.016580045223236084,0.08596605062484741,0.085990309715271,0.0728192925453186,0.0938485860824585,0.04201710224151611,0.04723942279815674,0.06556493043899536,0.0,0.05483287572860718,0.07262015342712402,0.04416477680206299,0.0866478681564331,0.0,0.042035818099975586,0.024531185626983643,0.011178970336914062,0.024597227573394775,0.05931657552719116,0.016068756580352783,0.07374942302703857
0,0.010095208883285522,0.22026270627975464,0.07459574937820435,0.20000171661376953,0.1344354748725891,0.15006518363952637,0.1271253228187561,0.08121460676193237,0.07339540123939514,0.057628631591796875,0.11768832802772522,0.07572966814041138,0.14114266633987427,0.03512996435165405,0.12012264132499695,0.09514474868774414,0.11068141460418701,0.11326128244400024,0.08025649189949036,0.05701041221618652,0.10530683398246765,0.016580045223236084,0.08596605062484741,0.085990309715271,0.0728192925453186,0.0938485860824585,0.04201710224151611,0.04723942279815674,0.06556493043899536,0.0,0.05483287572860718,0.07262015342712402,0.04416477680206299,0.0866478681564331,0.0,0.042035818099975586,0.024531185626983643,0.011178970336914062,0.024597227573394775,0.05931657552719116,0.016068756580352783,0.07374942302703857
0,0.006789535284042358,0.22660523653030396,0.07049703598022461,0.2072824239730835,0.1299062967300415,0.15737193822860718,0.12803730368614197,0.08880555629730225,0.08319106698036194,0.05443376302719116,0.11457487940788269,0.07771801948547363,0.1362428069114685,0.03682303428649902,0.11333486437797546,0.09532272815704346,0.10330119729042053,0.11104816198348999,0.07819685339927673,0.058084070682525635,0.09967488050460815,0.018699169158935547,0.08037126064300537,0.08800029754638672,0.06942585110664368,0.09347367286682129,0.040892213582992554,0.04754197597503662,0.06273463368415833,0.0,0.05099618434906006,0.07398247718811035,0.04147621989250183,0.08675074577331543,0.0,0.041448354721069336,0.02175942063331604,0.01245105266571045,0.020661503076553345,0.060675859451293945,0.012551933526992798,0.07349789142608643
